orders,productid,discounts,views_per_hour_prev_day,online_adv_prev_day,rain,temperature,day
20,47,0.21,524,8,0,-2.18,2017-01-06
14,48,0.13,490,4,0,-2.18,2017-01-06
18,49,0.17,264,1,0,-2.18,2017-01-06
17,50,0.16,649,7,0,-2.18,2017-01-06
8,51,0.14,699,8,0,-2.18,2017-01-06
18,52,0.15,88,6,0,-2.18,2017-01-06
15,53,0.18,135,5,0,-2.18,2017-01-06
15,54,0.13,335,6,0,-2.18,2017-01-06
19,55,0.18,885,5,0,-2.18,2017-01-06
15,56,0.12,800,7,0,-2.18,2017-01-06
12,57,0.22,516,5,0,-2.18,2017-01-06
23,58,0.18,233,5,0,-2.18,2017-01-06
13,59,0.16,813,3,0,-2.18,2017-01-06
12,60,0.12,840,9,0,-2.18,2017-01-06
8,61,0.18,80,6,0,-2.18,2017-01-06
14,62,0.13,209,5,0,-2.18,2017-01-06
15,63,0.18,501,7,0,-2.18,2017-01-06
13,64,0.18,490,3,0,-2.18,2017-01-06
17,65,0.19,480,10,0,-2.18,2017-01-06
8,66,0.14,849,8,0,-2.18,2017-01-06
6,67,0.19,240,3,0,-2.18,2017-01-06
11,68,0.16,215,2,0,-2.18,2017-01-06
12,69,0.15,773,1,0,-2.18,2017-01-06
3,70,0.09,960,6,0,-2.18,2017-01-06
6,71,0.12,1053,6,0,-2.18,2017-01-06
4,72,0.09,84,7,0,-2.18,2017-01-06
7,73,0.21,285,1,0,-2.18,2017-01-06
19,74,0.14,528,9,0,-2.18,2017-01-06
4,75,0.17,437,4,0,-2.18,2017-01-06
17,76,0.13,95,2,0,-2.18,2017-01-06
11,77,0.12,965,1,0,-2.18,2017-01-06
15,78,0.13,891,7,0,-2.18,2017-01-06
15,79,0.15,697,1,0,-2.18,2017-01-06
5,80,0.18,124,10,0,-2.18,2017-01-06
3,81,0.21,188,2,0,-2.18,2017-01-06
7,82,0.2,371,8,0,-2.18,2017-01-06
26,83,0.11,89,6,0,-2.18,2017-01-06
17,84,0.18,224,9,0,-2.18,2017-01-06
21,85,0.18,530,3,0,-2.18,2017-01-06
6,86,0.19,242,5,0,-2.18,2017-01-06
20,87,0.13,554,8,0,-2.18,2017-01-06
3,88,0.1,443,4,0,-2.18,2017-01-06
10,89,0.16,288,5,0,-2.18,2017-01-06
17,90,0.16,611,9,0,-2.18,2017-01-06
11,91,0.16,207,8,0,-2.18,2017-01-06
16,92,0.12,685,5,0,-2.18,2017-01-06
10,93,0.18,554,6,0,-2.18,2017-01-06
18,94,0.14,352,7,0,-2.18,2017-01-06
13,95,0.13,352,8,0,-2.18,2017-01-06
13,96,0.12,498,6,0,-2.18,2017-01-06
18,97,0.14,836,4,0,-2.18,2017-01-06
21,98,0.16,343,10,0,-2.18,2017-01-06
10,99,0.12,718,3,0,-2.18,2017-01-06
14,100,0.17,505,9,0,-2.18,2017-01-06
9,1,0.07,966,2,1,1.5,2017-01-07
18,2,0.16,944,2,1,1.5,2017-01-07
7,3,0.19,484,6,1,1.5,2017-01-07
22,4,0.14,385,7,1,1.5,2017-01-07
9,5,0.15,408,7,1,1.5,2017-01-07
9,6,0.18,944,4,1,1.5,2017-01-07
8,7,0.13,712,9,1,1.5,2017-01-07
22,8,0.11,48,6,1,1.5,2017-01-07
14,9,0.12,961,1,1,1.5,2017-01-07
16,10,0.2,403,4,1,1.5,2017-01-07
11,11,0.14,851,7,1,1.5,2017-01-07
12,12,0.13,583,2,1,1.5,2017-01-07
7,13,0.13,945,7,1,1.5,2017-01-07
21,14,0.14,171,6,1,1.5,2017-01-07
13,15,0.15,169,3,1,1.5,2017-01-07
14,16,0.11,720,5,1,1.5,2017-01-07
19,17,0.15,346,10,1,1.5,2017-01-07
19,18,0.21,126,9,1,1.5,2017-01-07
23,19,0.09,639,5,1,1.5,2017-01-07
8,20,0.15,267,1,1,1.5,2017-01-07
13,21,0.17,747,5,1,1.5,2017-01-07
13,22,0.17,493,2,1,1.5,2017-01-07
13,23,0.17,87,4,1,1.5,2017-01-07
3,24,0.16,375,9,1,1.5,2017-01-07
19,25,0.14,381,4,1,1.5,2017-01-07
17,26,0.14,165,5,1,1.5,2017-01-07
4,27,0.13,839,9,1,1.5,2017-01-07
17,28,0.18,223,5,1,1.5,2017-01-07
20,29,0.23,730,7,1,1.5,2017-01-07
21,30,0.12,635,5,1,1.5,2017-01-07
16,31,0.14,846,4,1,1.5,2017-01-07
11,32,0.22,269,2,1,1.5,2017-01-07
15,33,0.17,790,4,1,1.5,2017-01-07
10,34,0.14,188,1,1,1.5,2017-01-07
14,35,0.18,763,1,1,1.5,2017-01-07
13,36,0.14,676,5,1,1.5,2017-01-07
9,37,0.13,401,4,1,1.5,2017-01-07
18,38,0.13,312,3,1,1.5,2017-01-07
18,39,0.12,530,1,1,1.5,2017-01-07
10,40,0.19,232,7,1,1.5,2017-01-07
14,41,0.24,819,1,1,1.5,2017-01-07
8,42,0.17,415,7,1,1.5,2017-01-07
22,43,0.18,175,8,1,1.5,2017-01-07
18,44,0.12,534,5,1,1.5,2017-01-07
17,45,0.15,845,4,1,1.5,2017-01-07
13,46,0.19,977,3,1,1.5,2017-01-07
6,47,0.16,520,8,1,1.5,2017-01-07
16,48,0.19,471,5,1,1.5,2017-01-07
6,49,0.17,276,9,1,1.5,2017-01-07
10,50,0.19,665,8,1,1.5,2017-01-07
10,51,0.19,714,10,1,1.5,2017-01-07
13,52,0.15,83,6,1,1.5,2017-01-07
10,53,0.17,152,6,1,1.5,2017-01-07
18,54,0.18,299,7,1,1.5,2017-01-07
7,55,0.19,893,9,1,1.5,2017-01-07
6,56,0.13,861,10,1,1.5,2017-01-07
16,57,0.21,530,3,1,1.5,2017-01-07
0,58,0.15,203,10,1,1.5,2017-01-07
9,59,0.19,794,10,1,1.5,2017-01-07
6,60,0.2,830,7,1,1.5,2017-01-07
20,61,0.11,86,4,1,1.5,2017-01-07
8,62,0.19,219,1,1,1.5,2017-01-07
5,63,0.18,513,9,1,1.5,2017-01-07
10,64,0.12,492,10,1,1.5,2017-01-07
15,65,0.12,469,5,1,1.5,2017-01-07
12,66,0.16,857,2,1,1.5,2017-01-07
18,67,0.2,242,7,1,1.5,2017-01-07
20,68,0.18,205,7,1,1.5,2017-01-07
13,69,0.16,773,6,1,1.5,2017-01-07
9,70,0.15,950,1,1,1.5,2017-01-07
20,71,0.2,1010,5,1,1.5,2017-01-07
20,72,0.25,68,8,1,1.5,2017-01-07
11,73,0.14,281,6,1,1.5,2017-01-07
17,74,0.14,560,2,1,1.5,2017-01-07
12,75,0.15,468,4,1,1.5,2017-01-07
5,76,0.1,94,8,1,1.5,2017-01-07
19,77,0.07,956,6,1,1.5,2017-01-07
15,78,0.19,920,3,1,1.5,2017-01-07
10,79,0.18,669,9,1,1.5,2017-01-07
18,80,0.17,163,9,1,1.5,2017-01-07
16,81,0.12,165,6,1,1.5,2017-01-07
11,82,0.16,336,4,1,1.5,2017-01-07
15,83,0.14,96,5,1,1.5,2017-01-07
12,84,0.14,264,5,1,1.5,2017-01-07
18,85,0.1,470,1,1,1.5,2017-01-07
16,86,0.16,212,7,1,1.5,2017-01-07
6,87,0.23,511,5,1,1.5,2017-01-07
10,88,0.14,427,3,1,1.5,2017-01-07
13,89,0.17,293,3,1,1.5,2017-01-07
11,90,0.13,561,5,1,1.5,2017-01-07
4,91,0.1,214,5,1,1.5,2017-01-07
18,92,0.19,700,1,1,1.5,2017-01-07
16,93,0.13,557,6,1,1.5,2017-01-07
12,94,0.16,356,4,1,1.5,2017-01-07
14,95,0.16,396,1,1,1.5,2017-01-07
12,96,0.13,483,1,1,1.5,2017-01-07
23,97,0.16,883,9,1,1.5,2017-01-07
14,98,0.21,326,7,1,1.5,2017-01-07
16,99,0.13,657,3,1,1.5,2017-01-07
9,100,0.14,523,7,1,1.5,2017-01-07
9,1,0.14,968,8,0,-10.12,2017-01-08
12,2,0.12,940,2,0,-10.12,2017-01-08
19,3,0.15,466,7,0,-10.12,2017-01-08
10,4,0.16,438,6,0,-10.12,2017-01-08
19,5,0.17,384,6,0,-10.12,2017-01-08
22,6,0.16,1013,10,0,-10.12,2017-01-08
22,7,0.15,721,7,0,-10.12,2017-01-08
19,8,0.13,49,2,0,-10.12,2017-01-08
20,9,0.12,1023,3,0,-10.12,2017-01-08
18,10,0.13,425,9,0,-10.12,2017-01-08
20,11,0.17,807,10,0,-10.12,2017-01-08
4,12,0.16,654,6,0,-10.12,2017-01-08
13,13,0.13,941,7,0,-10.12,2017-01-08
19,14,0.22,158,1,0,-10.12,2017-01-08
12,15,0.13,143,8,0,-10.12,2017-01-08
14,16,0.15,757,6,0,-10.12,2017-01-08
18,17,0.15,357,4,0,-10.12,2017-01-08
22,18,0.21,111,6,0,-10.12,2017-01-08
12,19,0.19,650,7,0,-10.12,2017-01-08
8,20,0.12,272,5,0,-10.12,2017-01-08
2,21,0.26,723,10,0,-10.12,2017-01-08
18,22,0.14,499,1,0,-10.12,2017-01-08
17,23,0.12,84,2,0,-10.12,2017-01-08
20,24,0.17,373,10,0,-10.12,2017-01-08
10,25,0.17,405,3,0,-10.12,2017-01-08
11,26,0.17,156,9,0,-10.12,2017-01-08
18,27,0.16,859,5,0,-10.12,2017-01-08
18,28,0.17,216,3,0,-10.12,2017-01-08
11,29,0.17,745,2,0,-10.12,2017-01-08
12,30,0.16,664,1,0,-10.12,2017-01-08
26,31,0.06,867,6,0,-10.12,2017-01-08
17,32,0.13,287,10,0,-10.12,2017-01-08
18,33,0.22,821,2,0,-10.12,2017-01-08
12,34,0.17,174,4,0,-10.12,2017-01-08
15,35,0.1,750,5,0,-10.12,2017-01-08
10,36,0.12,663,4,0,-10.12,2017-01-08
11,37,0.09,402,3,0,-10.12,2017-01-08
20,38,0.2,305,5,0,-10.12,2017-01-08
22,39,0.17,546,7,0,-10.12,2017-01-08
12,40,0.2,229,3,0,-10.12,2017-01-08
11,41,0.17,788,9,0,-10.12,2017-01-08
12,42,0.18,404,9,0,-10.12,2017-01-08
6,43,0.19,191,4,0,-10.12,2017-01-08
8,44,0.16,495,7,0,-10.12,2017-01-08
19,45,0.2,1009,5,0,-10.12,2017-01-08
11,46,0.14,970,6,0,-10.12,2017-01-08
22,47,0.13,498,3,0,-10.12,2017-01-08
11,48,0.12,471,4,0,-10.12,2017-01-08
19,49,0.13,274,9,0,-10.12,2017-01-08
19,50,0.2,629,3,0,-10.12,2017-01-08
11,51,0.14,670,8,0,-10.12,2017-01-08
10,52,0.19,99,3,0,-10.12,2017-01-08
25,53,0.07,162,3,0,-10.12,2017-01-08
15,54,0.12,342,3,0,-10.12,2017-01-08
20,55,0.19,900,7,0,-10.12,2017-01-08
17,56,0.16,856,4,0,-10.12,2017-01-08
9,57,0.19,533,2,0,-10.12,2017-01-08
23,58,0.16,210,4,0,-10.12,2017-01-08
5,59,0.08,790,3,0,-10.12,2017-01-08
14,60,0.18,869,10,0,-10.12,2017-01-08
12,61,0.14,84,9,0,-10.12,2017-01-08
10,62,0.21,238,10,0,-10.12,2017-01-08
10,63,0.19,528,9,0,-10.12,2017-01-08
8,64,0.19,459,5,0,-10.12,2017-01-08
20,65,0.11,487,7,0,-10.12,2017-01-08
7,66,0.16,781,7,0,-10.12,2017-01-08
6,67,0.18,245,7,0,-10.12,2017-01-08
7,68,0.2,198,5,0,-10.12,2017-01-08
16,69,0.17,728,8,0,-10.12,2017-01-08
9,70,0.15,1001,10,0,-10.12,2017-01-08
10,71,0.14,998,10,0,-10.12,2017-01-08
13,72,0.18,63,1,0,-10.12,2017-01-08
17,73,0.17,252,2,0,-10.12,2017-01-08
20,74,0.17,579,3,0,-10.12,2017-01-08
2,75,0.13,478,10,0,-10.12,2017-01-08
23,76,0.21,84,3,0,-10.12,2017-01-08
13,77,0.13,932,4,0,-10.12,2017-01-08
15,78,0.13,887,1,0,-10.12,2017-01-08
13,79,0.11,667,10,0,-10.12,2017-01-08
7,80,0.22,125,7,0,-10.12,2017-01-08
12,81,0.18,157,2,0,-10.12,2017-01-08
6,82,0.19,358,6,0,-10.12,2017-01-08
25,83,0.11,111,7,0,-10.12,2017-01-08
20,84,0.16,265,2,0,-10.12,2017-01-08
20,85,0.13,479,6,0,-10.12,2017-01-08
11,86,0.17,224,7,0,-10.12,2017-01-08
12,87,0.21,503,8,0,-10.12,2017-01-08
10,88,0.2,433,6,0,-10.12,2017-01-08
7,89,0.12,295,9,0,-10.12,2017-01-08
17,90,0.17,619,5,0,-10.12,2017-01-08
13,91,0.15,221,10,0,-10.12,2017-01-08
17,92,0.17,644,4,0,-10.12,2017-01-08
16,93,0.15,521,7,0,-10.12,2017-01-08
17,94,0.16,350,4,0,-10.12,2017-01-08
23,95,0.22,380,1,0,-10.12,2017-01-08
17,96,0.17,502,7,0,-10.12,2017-01-08
13,97,0.2,946,5,0,-10.12,2017-01-08
16,98,0.09,339,6,0,-10.12,2017-01-08
19,99,0.18,683,5,0,-10.12,2017-01-08
14,100,0.16,463,3,0,-10.12,2017-01-08
4,1,0.2,1010,3,0,-3.04,2017-01-09
12,2,0.17,887,3,0,-3.04,2017-01-09
16,3,0.15,487,1,0,-3.04,2017-01-09
6,4,0.18,382,10,0,-3.04,2017-01-09
24,5,0.21,407,4,0,-3.04,2017-01-09
9,6,0.13,891,1,0,-3.04,2017-01-09
21,7,0.14,745,10,0,-3.04,2017-01-09
18,8,0.13,41,10,0,-3.04,2017-01-09
17,9,0.08,977,2,0,-3.04,2017-01-09
17,10,0.09,424,3,0,-3.04,2017-01-09
14,11,0.15,905,1,0,-3.04,2017-01-09
13,12,0.19,593,3,0,-3.04,2017-01-09
12,13,0.13,923,6,0,-3.04,2017-01-09
16,14,0.11,178,8,0,-3.04,2017-01-09
10,15,0.15,147,9,0,-3.04,2017-01-09
19,16,0.14,793,10,0,-3.04,2017-01-09
10,17,0.2,336,2,0,-3.04,2017-01-09
21,18,0.16,112,9,0,-3.04,2017-01-09
9,19,0.18,603,1,0,-3.04,2017-01-09
10,20,0.1,286,10,0,-3.04,2017-01-09
7,21,0.19,734,8,0,-3.04,2017-01-09
12,22,0.17,475,6,0,-3.04,2017-01-09
19,23,0.16,89,8,0,-3.04,2017-01-09
23,24,0.15,345,7,0,-3.04,2017-01-09
15,25,0.13,389,7,0,-3.04,2017-01-09
13,26,0.15,155,10,0,-3.04,2017-01-09
17,27,0.15,844,3,0,-3.04,2017-01-09
14,28,0.12,250,6,0,-3.04,2017-01-09
4,29,0.18,685,9,0,-3.04,2017-01-09
16,30,0.18,640,3,0,-3.04,2017-01-09
10,31,0.2,871,5,0,-3.04,2017-01-09
18,32,0.15,293,1,0,-3.04,2017-01-09
20,33,0.23,803,3,0,-3.04,2017-01-09
10,34,0.16,188,2,0,-3.04,2017-01-09
14,35,0.16,748,3,0,-3.04,2017-01-09
17,36,0.17,701,3,0,-3.04,2017-01-09
23,37,0.21,344,6,0,-3.04,2017-01-09
22,38,0.12,329,9,0,-3.04,2017-01-09
19,39,0.16,516,5,0,-3.04,2017-01-09
9,40,0.25,238,3,0,-3.04,2017-01-09
8,41,0.15,816,3,0,-3.04,2017-01-09
8,42,0.11,397,9,0,-3.04,2017-01-09
8,43,0.19,179,5,0,-3.04,2017-01-09
13,44,0.13,551,2,0,-3.04,2017-01-09
23,45,0.17,879,1,0,-3.04,2017-01-09
15,46,0.18,986,10,0,-3.04,2017-01-09
26,47,0.11,582,5,0,-3.04,2017-01-09
10,48,0.12,466,5,0,-3.04,2017-01-09
19,49,0.16,258,1,0,-3.04,2017-01-09
19,50,0.2,621,2,0,-3.04,2017-01-09
10,51,0.15,679,6,0,-3.04,2017-01-09
14,52,0.19,88,8,0,-3.04,2017-01-09
16,53,0.16,128,8,0,-3.04,2017-01-09
20,54,0.13,313,9,0,-3.04,2017-01-09
18,55,0.2,884,6,0,-3.04,2017-01-09
17,56,0.16,851,9,0,-3.04,2017-01-09
8,57,0.16,544,10,0,-3.04,2017-01-09
24,58,0.11,223,3,0,-3.04,2017-01-09
17,59,0.13,850,6,0,-3.04,2017-01-09
9,60,0.21,829,8,0,-3.04,2017-01-09
14,61,0.12,86,5,0,-3.04,2017-01-09
24,62,0.06,224,10,0,-3.04,2017-01-09
22,63,0.1,507,10,0,-3.04,2017-01-09
8,64,0.11,492,3,0,-3.04,2017-01-09
22,65,0.17,432,2,0,-3.04,2017-01-09
9,66,0.15,839,8,0,-3.04,2017-01-09
7,67,0.14,244,9,0,-3.04,2017-01-09
6,68,0.18,194,6,0,-3.04,2017-01-09
15,69,0.16,736,7,0,-3.04,2017-01-09
7,70,0.14,951,6,0,-3.04,2017-01-09
12,71,0.16,1049,3,0,-3.04,2017-01-09
16,72,0.21,58,2,0,-3.04,2017-01-09
18,73,0.16,250,1,0,-3.04,2017-01-09
24,74,0.13,590,8,0,-3.04,2017-01-09
3,75,0.15,484,9,0,-3.04,2017-01-09
21,76,0.18,92,7,0,-3.04,2017-01-09
12,77,0.18,921,9,0,-3.04,2017-01-09
10,78,0.16,965,3,0,-3.04,2017-01-09
20,79,0.19,691,5,0,-3.04,2017-01-09
11,80,0.2,142,5,0,-3.04,2017-01-09
15,81,0.19,144,10,0,-3.04,2017-01-09
5,82,0.15,337,1,0,-3.04,2017-01-09
21,83,0.15,115,7,0,-3.04,2017-01-09
24,84,0.18,283,1,0,-3.04,2017-01-09
19,85,0.12,515,3,0,-3.04,2017-01-09
14,86,0.17,208,4,0,-3.04,2017-01-09
19,87,0.14,495,5,0,-3.04,2017-01-09
11,88,0.23,437,7,0,-3.04,2017-01-09
6,89,0.13,301,6,0,-3.04,2017-01-09
14,90,0.15,571,6,0,-3.04,2017-01-09
15,91,0.17,220,7,0,-3.04,2017-01-09
18,92,0.15,686,8,0,-3.04,2017-01-09
9,93,0.16,579,2,0,-3.04,2017-01-09
17,94,0.17,348,5,0,-3.04,2017-01-09
25,95,0.23,342,10,0,-3.04,2017-01-09
7,96,0.07,500,9,0,-3.04,2017-01-09
12,97,0.14,914,8,0,-3.04,2017-01-09
20,98,0.23,309,7,0,-3.04,2017-01-09
16,99,0.14,685,6,0,-3.04,2017-01-09
1,100,0.08,538,7,0,-3.04,2017-01-09
7,1,0.13,979,3,0,2.14,2017-01-10
10,2,0.11,926,6,0,2.14,2017-01-10
16,3,0.18,459,2,0,2.14,2017-01-10
11,4,0.12,386,10,0,2.14,2017-01-10
21,5,0.08,423,6,0,2.14,2017-01-10
15,6,0.16,951,6,0,2.14,2017-01-10
16,7,0.2,802,1,0,2.14,2017-01-10
19,8,0.15,30,7,0,2.14,2017-01-10
15,9,0.16,983,5,0,2.14,2017-01-10
18,10,0.17,414,10,0,2.14,2017-01-10
18,11,0.12,870,10,0,2.14,2017-01-10
14,12,0.18,576,3,0,2.14,2017-01-10
12,13,0.09,922,1,0,2.14,2017-01-10
14,14,0.17,180,7,0,2.14,2017-01-10
12,15,0.12,160,6,0,2.14,2017-01-10
15,16,0.18,779,2,0,2.14,2017-01-10
9,17,0.22,337,3,0,2.14,2017-01-10
15,18,0.21,128,5,0,2.14,2017-01-10
19,19,0.13,664,8,0,2.14,2017-01-10
9,20,0.17,298,1,0,2.14,2017-01-10
6,21,0.2,735,1,0,2.14,2017-01-10
12,22,0.17,476,10,0,2.14,2017-01-10
19,23,0.17,93,8,0,2.14,2017-01-10
22,24,0.15,357,3,0,2.14,2017-01-10
13,25,0.17,385,8,0,2.14,2017-01-10
16,26,0.1,139,6,0,2.14,2017-01-10
24,27,0.23,806,8,0,2.14,2017-01-10
22,28,0.2,221,2,0,2.14,2017-01-10
10,29,0.1,737,8,0,2.14,2017-01-10
14,30,0.17,643,1,0,2.14,2017-01-10
15,31,0.16,834,10,0,2.14,2017-01-10
15,32,0.13,280,10,0,2.14,2017-01-10
4,33,0.1,777,8,0,2.14,2017-01-10
7,34,0.12,184,5,0,2.14,2017-01-10
6,35,0.19,692,7,0,2.14,2017-01-10
13,36,0.13,683,5,0,2.14,2017-01-10
13,37,0.12,407,7,0,2.14,2017-01-10
18,38,0.21,318,1,0,2.14,2017-01-10
23,39,0.14,566,9,0,2.14,2017-01-10
14,40,0.16,222,10,0,2.14,2017-01-10
12,41,0.2,801,6,0,2.14,2017-01-10
14,42,0.18,388,8,0,2.14,2017-01-10
7,43,0.19,179,7,0,2.14,2017-01-10
12,44,0.2,525,8,0,2.14,2017-01-10
21,45,0.15,928,7,0,2.14,2017-01-10
18,46,0.14,1022,8,0,2.14,2017-01-10
20,47,0.19,542,9,0,2.14,2017-01-10
15,48,0.19,499,1,0,2.14,2017-01-10
16,49,0.16,276,9,0,2.14,2017-01-10
19,50,0.15,639,1,0,2.14,2017-01-10
4,51,0.16,730,4,0,2.14,2017-01-10
14,52,0.19,88,9,0,2.14,2017-01-10
23,53,0.14,161,6,0,2.14,2017-01-10
16,54,0.15,317,9,0,2.14,2017-01-10
20,55,0.2,928,9,0,2.14,2017-01-10
13,56,0.19,804,5,0,2.14,2017-01-10
4,57,0.12,527,7,0,2.14,2017-01-10
23,58,0.16,226,3,0,2.14,2017-01-10
12,59,0.17,791,5,0,2.14,2017-01-10
15,60,0.11,864,5,0,2.14,2017-01-10
14,61,0.14,93,6,0,2.14,2017-01-10
14,62,0.14,215,7,0,2.14,2017-01-10
16,63,0.15,518,9,0,2.14,2017-01-10
16,64,0.17,510,7,0,2.14,2017-01-10
16,65,0.16,494,8,0,2.14,2017-01-10
14,66,0.21,859,4,0,2.14,2017-01-10
6,67,0.11,261,3,0,2.14,2017-01-10
10,68,0.1,199,9,0,2.14,2017-01-10
12,69,0.14,764,6,0,2.14,2017-01-10
15,70,0.23,956,8,0,2.14,2017-01-10
8,71,0.14,1021,6,0,2.14,2017-01-10
11,72,0.13,67,7,0,2.14,2017-01-10
16,73,0.13,266,6,0,2.14,2017-01-10
20,74,0.16,559,3,0,2.14,2017-01-10
3,75,0.13,482,6,0,2.14,2017-01-10
17,76,0.15,92,6,0,2.14,2017-01-10
15,77,0.16,907,2,0,2.14,2017-01-10
7,78,0.11,949,10,0,2.14,2017-01-10
20,79,0.19,723,6,0,2.14,2017-01-10
7,80,0.18,129,3,0,2.14,2017-01-10
10,81,0.15,168,5,0,2.14,2017-01-10
6,82,0.15,334,4,0,2.14,2017-01-10
25,83,0.13,89,3,0,2.14,2017-01-10
21,84,0.17,251,9,0,2.14,2017-01-10
26,85,0.2,463,8,0,2.14,2017-01-10
10,86,0.11,221,8,0,2.14,2017-01-10
19,87,0.12,483,1,0,2.14,2017-01-10
10,88,0.22,416,2,0,2.14,2017-01-10
13,89,0.14,266,10,0,2.14,2017-01-10
19,90,0.14,628,9,0,2.14,2017-01-10
13,91,0.15,223,6,0,2.14,2017-01-10
20,92,0.2,671,3,0,2.14,2017-01-10
16,93,0.12,540,10,0,2.14,2017-01-10
17,94,0.11,375,3,0,2.14,2017-01-10
20,95,0.19,370,8,0,2.14,2017-01-10
17,96,0.17,489,5,0,2.14,2017-01-10
8,97,0.16,992,1,0,2.14,2017-01-10
13,98,0.14,295,6,0,2.14,2017-01-10
24,99,0.21,672,3,0,2.14,2017-01-10
15,100,0.18,512,6,0,2.14,2017-01-10
13,1,0.13,944,1,0,-1.34,2017-01-11
20,2,0.2,945,5,0,-1.34,2017-01-11
20,3,0.12,466,10,0,-1.34,2017-01-11
15,4,0.12,424,7,0,-1.34,2017-01-11
24,5,0.2,408,9,0,-1.34,2017-01-11
21,6,0.17,1017,8,0,-1.34,2017-01-11
23,7,0.16,726,9,0,-1.34,2017-01-11
25,8,0.06,56,10,0,-1.34,2017-01-11
16,9,0.13,983,5,0,-1.34,2017-01-11
19,10,0.15,411,4,0,-1.34,2017-01-11
19,11,0.16,833,5,0,-1.34,2017-01-11
13,12,0.17,588,2,0,-1.34,2017-01-11
14,13,0.16,938,8,0,-1.34,2017-01-11
12,14,0.08,191,7,0,-1.34,2017-01-11
9,15,0.16,161,8,0,-1.34,2017-01-11
18,16,0.19,831,8,0,-1.34,2017-01-11
13,17,0.13,324,3,0,-1.34,2017-01-11
15,18,0.2,130,7,0,-1.34,2017-01-11
14,19,0.14,634,4,0,-1.34,2017-01-11
9,20,0.13,300,2,0,-1.34,2017-01-11
15,21,0.1,710,7,0,-1.34,2017-01-11
15,22,0.14,478,6,0,-1.34,2017-01-11
17,23,0.18,75,2,0,-1.34,2017-01-11
23,24,0.16,321,5,0,-1.34,2017-01-11
15,25,0.13,390,4,0,-1.34,2017-01-11
14,26,0.15,158,7,0,-1.34,2017-01-11
20,27,0.19,830,4,0,-1.34,2017-01-11
24,28,0.22,257,1,0,-1.34,2017-01-11
11,29,0.13,742,4,0,-1.34,2017-01-11
7,30,0.18,689,7,0,-1.34,2017-01-11
12,31,0.18,866,4,0,-1.34,2017-01-11
13,32,0.16,266,7,0,-1.34,2017-01-11
8,33,0.13,851,8,0,-1.34,2017-01-11
10,34,0.16,195,5,0,-1.34,2017-01-11
11,35,0.15,720,10,0,-1.34,2017-01-11
15,36,0.21,692,3,0,-1.34,2017-01-11
21,37,0.18,356,6,0,-1.34,2017-01-11
18,38,0.21,323,1,0,-1.34,2017-01-11
24,39,0.19,578,2,0,-1.34,2017-01-11
17,40,0.14,213,2,0,-1.34,2017-01-11
11,41,0.18,807,1,0,-1.34,2017-01-11
11,42,0.17,401,1,0,-1.34,2017-01-11
10,43,0.15,176,10,0,-1.34,2017-01-11
10,44,0.2,514,1,0,-1.34,2017-01-11
21,45,0.18,950,2,0,-1.34,2017-01-11
8,46,0.08,963,5,0,-1.34,2017-01-11
21,47,0.19,555,1,0,-1.34,2017-01-11
11,48,0.22,485,10,0,-1.34,2017-01-11
21,49,0.14,237,9,0,-1.34,2017-01-11
20,50,0.13,660,6,0,-1.34,2017-01-11
7,51,0.17,700,2,0,-1.34,2017-01-11
21,52,0.11,82,6,0,-1.34,2017-01-11
24,53,0.14,167,3,0,-1.34,2017-01-11
19,54,0.12,314,8,0,-1.34,2017-01-11
18,55,0.16,859,6,0,-1.34,2017-01-11
23,56,0.1,912,10,0,-1.34,2017-01-11
6,57,0.15,539,2,0,-1.34,2017-01-11
23,58,0.09,177,4,0,-1.34,2017-01-11
15,59,0.14,825,4,0,-1.34,2017-01-11
18,60,0.13,880,6,0,-1.34,2017-01-11
11,61,0.19,90,3,0,-1.34,2017-01-11
21,62,0.14,247,3,0,-1.34,2017-01-11
12,63,0.19,519,8,0,-1.34,2017-01-11
10,64,0.14,491,2,0,-1.34,2017-01-11
18,65,0.11,508,5,0,-1.34,2017-01-11
11,66,0.15,871,2,0,-1.34,2017-01-11
7,67,0.16,229,2,0,-1.34,2017-01-11
10,68,0.17,209,8,0,-1.34,2017-01-11
8,69,0.12,784,5,0,-1.34,2017-01-11
10,70,0.16,971,6,0,-1.34,2017-01-11
7,71,0.12,987,8,0,-1.34,2017-01-11
12,72,0.18,70,4,0,-1.34,2017-01-11
14,73,0.14,274,2,0,-1.34,2017-01-11
20,74,0.17,571,5,0,-1.34,2017-01-11
4,75,0.18,469,10,0,-1.34,2017-01-11
16,76,0.16,113,8,0,-1.34,2017-01-11
10,77,0.18,936,7,0,-1.34,2017-01-11
13,78,0.16,944,8,0,-1.34,2017-01-11
11,79,0.1,686,10,0,-1.34,2017-01-11
8,80,0.12,138,1,0,-1.34,2017-01-11
10,81,0.13,172,1,0,-1.34,2017-01-11
6,82,0.16,342,1,0,-1.34,2017-01-11
24,83,0.13,96,1,0,-1.34,2017-01-11
22,84,0.15,272,3,0,-1.34,2017-01-11
20,85,0.12,457,2,0,-1.34,2017-01-11
11,86,0.11,218,2,0,-1.34,2017-01-11
12,87,0.19,463,2,0,-1.34,2017-01-11
13,88,0.17,483,10,0,-1.34,2017-01-11
7,89,0.08,287,3,0,-1.34,2017-01-11
15,90,0.14,584,6,0,-1.34,2017-01-11
